cluster,cluster_label,type,year,title,abstract,city,country,theme_primary,case_study_flag,id
8,Cyanobacterial Chassis Development,paper,2011,Natural product biosyntheses in cyanobacteria: A treasure trove of unique enzymes,"Cyanobacteria are prolific producers of natural products. Investigations into the biochemistry responsible for the formation of these compounds have revealed fascinating mechanisms that are not, or only rarely, found in other microorganisms. In this article, we survey the biosynthetic pathways of cyanobacteria isolated from freshwater, marine and terrestrial habitats. We especially emphasize modular nonribosomal peptide synthetase (NRPS) and polyketide synthase (PKS) pathways and highlight the unique enzyme mechanisms that were elucidated or can be anticipated for the individual products. We further include ribosomal natural products and UV-absorbing pigments from cyanobacteria. Mechanistic insights obtained from the biochemical studies of cyanobacterial pathways can inspire the development of concepts for the design of bioactive compounds by synthetic-biology approaches in the future.",Potsdam,DE,,False,https://openalex.org/W2166902916
8,Cyanobacterial Chassis Development,paper,2011,Blueprint for a minimal photoautotrophic cell: conserved and variable genes in Synechococcus elongatus PCC 7942,Our estimates of genomic islands in PCC 7942 are larger than those predicted by other published methods like SIGI-HMM. Our results set a guide to non-essential genes in S. elongatus PCC 7942 indicating a path towards the engineering of a model photoautotrophic bacterial cell.,Valencia,ES,,True,https://openalex.org/W1979471051
8,Cyanobacterial Chassis Development,paper,2012,Application of synthetic biology in cyanobacteria and algae,"Cyanobacteria and algae are becoming increasingly attractive cell factories for producing renewable biofuels and chemicals due to their ability to capture solar energy and CO(2) and their relatively simple genetic background for genetic manipulation. Increasing research efforts from the synthetic biology approach have been made in recent years to modify cyanobacteria and algae for various biotechnological applications. In this article, we critically review recent progresses in developing genetic tools for characterizing or manipulating cyanobacteria and algae, the applications of genetically modified strains for synthesizing renewable products such as biofuels and chemicals. In addition, the emergent challenges in the development and application of synthetic biology for cyanobacteria and algae are also discussed.",Tempe,US,,True,https://openalex.org/W2061453352
8,Cyanobacterial Chassis Development,paper,2012,Ethylene Synthesis and Regulated Expression of Recombinant Protein in Synechocystis sp. PCC 6803,"The ethylene-forming enzyme (EFE) from Pseudomonas syringae catalyzes the synthesis of ethylene which can be easily detected in the headspace of closed cultures. A synthetic codon-optimized gene encoding N-terminal His-tagged EFE (EFEh) was expressed in Synechocystis sp. PCC 6803 (Synechocystis) and Escherichia coli (E. coli) under the control of diverse promoters in a self-replicating broad host-range plasmid. Ethylene synthesis was stably maintained in both organisms in contrast to earlier work in Synechococcus elongatus PCC 7942. The rate of ethylene accumulation was used as a reporter for protein expression in order to assess promoter strength and inducibility with the different expression systems. Several metal-inducible cyanobacterial promoters did not function in E. coli but were well-regulated in cyanobacteria, albeit at a low level of expression. The E. coli promoter P(trc) resulted in constitutive expression in cyanobacteria regardless of whether IPTG was added or not. In contrast, a Lac promoter variant, P(A1lacO-1), induced EFE-expression in Synechocystis at a level of expression as high as the Trc promoter and allowed a fine level of IPTG-dependent regulation of protein-expression. The regulation was tight at low cell density and became more relaxed in more dense cultures. A synthetic quorum-sensing promoter system was also constructed and shown to function well in E. coli, however, only a very low level of EFE-activity was observed in Synechocystis, independent of cell density.",Turku,FI,,False,https://openalex.org/W2165952036
8,Cyanobacterial Chassis Development,paper,2013,Synthetic biology of cyanobacteria: unique challenges and opportunities,"Photosynthetic organisms, and especially cyanobacteria, hold great promise as sources of renewably-produced fuels, bulk and specialty chemicals, and nutritional products. Synthetic biology tools can help unlock cyanobacteria's potential for these functions, but unfortunately tool development for these organisms has lagged behind that for S. cerevisiae and E. coli. While these organisms may in many cases be more difficult to work with as ""chassis"" strains for synthetic biology than certain heterotrophs, the unique advantages of autotrophs in biotechnology applications as well as the scientific importance of improved understanding of photosynthesis warrant the development of these systems into something akin to a ""green E. coli."" In this review, we highlight unique challenges and opportunities for development of synthetic biology approaches in cyanobacteria. We review classical and recently developed methods for constructing targeted mutants in various cyanobacterial strains, and offer perspective on what genetic tools might most greatly expand the ability to engineer new functions in such strains. Similarly, we review what genetic parts are most needed for the development of cyanobacterial synthetic biology. Finally, we highlight recent methods to construct genome-scale models of cyanobacterial metabolism and to use those models to measure properties of autotrophic metabolism. Throughout this paper, we discuss some of the unique challenges of a diurnal, autotrophic lifestyle along with how the development of synthetic biology and biotechnology in cyanobacteria must fit within those constraints.",St Louis,US,,True,https://openalex.org/W2151104145
8,Cyanobacterial Chassis Development,paper,2013,Wide-dynamic-range promoters engineered for cyanobacteria,The non-native inducible promoters developed in the present study are ready to be used to further explore the notion of custom designed cyanobacterial cells in the complementary frameworks of metabolic engineering and synthetic biology.,Uppsala,SE,,False,https://openalex.org/W2133248262
8,Cyanobacterial Chassis Development,paper,2014,Broad-host-range vector system for synthetic biology and biotechnology in cyanobacteria,"Inspired by the developments of synthetic biology and the need for improved genetic tools to exploit cyanobacteria for the production of renewable bioproducts, we developed a versatile platform for the construction of broad-host-range vector systems. This platform includes the following features: (i) an efficient assembly strategy in which modules released from 3 to 4 donor plasmids or produced by polymerase chain reaction are assembled by isothermal assembly guided by short GC-rich overlap sequences. (ii) A growing library of molecular devices categorized in three major groups: (a) replication and chromosomal integration; (b) antibiotic resistance; (c) functional modules. These modules can be assembled in different combinations to construct a variety of autonomously replicating plasmids and suicide plasmids for gene knockout and knockin. (iii) A web service, the CYANO-VECTOR assembly portal, which was built to organize the various modules, facilitate the in silico construction of plasmids, and encourage the use of this system. This work also resulted in the construction of an improved broad-host-range replicon derived from RSF1010, which replicates in several phylogenetically distinct strains including a new experimental model strain Synechocystis sp. WHSyn, and the characterization of nine antibiotic cassettes, four reporter genes, four promoters, and a ribozyme-based insulator in several diverse cyanobacterial strains.",San Diego,US,,False,https://openalex.org/W2128556638
8,Cyanobacterial Chassis Development,paper,2014,Synthetic Biology Toolbox for Controlling Gene Expression in the Cyanobacterium <i>Synechococcus</i> sp. strain PCC 7002,"The application of synthetic biology requires characterized tools to precisely control gene expression. This toolbox of genetic parts previously did not exist for the industrially promising cyanobacterium, Synechococcus sp. strain PCC 7002. To address this gap, two orthogonal constitutive promoter libraries, one based on a cyanobacterial promoter and the other ported from Escherichia coli, were built and tested in PCC 7002. The libraries demonstrated 3 and 2.5 log dynamic ranges, respectively, but correlated poorly with E. coli expression levels. These promoter libraries were then combined to create and optimize a series of IPTG inducible cassettes. The resultant induction system had a 48-fold dynamic range and was shown to out-perform Ptrc constructs. Finally, a RBS library was designed and tested in PCC 7002. The presented synthetic biology toolbox will enable accelerated engineering of PCC 7002.",Madison,US,,False,https://openalex.org/W2324591890
8,Cyanobacterial Chassis Development,paper,2014,Regulation of Gene Expression in Diverse Cyanobacterial Species by Using Theophylline-Responsive Riboswitches,"Cyanobacteria are photosynthetic bacteria that are currently being developed as biological production platforms. They derive energy from light and carbon from atmospheric carbon dioxide, and some species can fix atmospheric nitrogen. One advantage of developing cyanobacteria for renewable production of biofuels and other biological products is that they are amenable to genetic manipulation, facilitating bioengineering and synthetic biology. To expand the currently available genetic toolkit, we have demonstrated the utility of synthetic theophylline-responsive riboswitches for effective regulation of gene expression in four diverse species of cyanobacteria, including two recent isolates. We evaluated a set of six riboswitches driving the expression of a yellow fluorescent protein reporter in Synechococcus elongatus PCC 7942, Leptolyngbya sp. strain BL0902, Anabaena sp. strain PCC 7120, and Synechocystis sp. strain WHSyn. We demonstrated that riboswitches can offer regulation of gene expression superior to that of the commonly used isopropyl-β-d-thiogalactopyranoside induction of a lacI(q)-Ptrc promoter system. We also showed that expression of the toxic protein SacB can be effectively regulated, demonstrating utility for riboswitch regulation of proteins that are detrimental to biomass accumulation. Taken together, the results of this work demonstrate the utility and ease of use of riboswitches in the context of genetic engineering and synthetic biology in diverse cyanobacteria, which will facilitate the development of algal biotechnology.",San Diego,US,,True,https://openalex.org/W2160243998
8,Cyanobacterial Chassis Development,paper,2014,Engineered Transcriptional Systems for Cyanobacterial Biotechnology,"Cyanobacteria can function as solar-driven biofactories thanks to their ability to perform photosynthesis and the ease with which they are genetically modified. In this review, we discuss transcriptional parts and promoters available for engineering cyanobacteria. First, we go through special cyanobacterial characteristics that may impact engineering, including the unusual cyanobacterial RNA polymerase, sigma factors and promoter types, mRNA stability, circadian rhythm, and gene dosage effects. Then, we continue with discussing component characteristics that are desirable for synthetic biology approaches, including decoupling, modularity, and orthogonality. We then summarize and discuss the latest promoters for use in cyanobacteria regarding characteristics such as regulation, strength, and dynamic range and suggest potential uses. Finally, we provide an outlook and suggest future developments that would advance the field and accelerate the use of cyanobacteria for renewable biotechnology.",Uppsala,SE,,False,https://openalex.org/W2051792223
8,Cyanobacterial Chassis Development,paper,2014,Discovery of a super-strong promoter enables efficient production of heterologous proteins in cyanobacteria,"Cyanobacteria are oxygenic photosynthetic prokaryotes that play important roles in the global carbon cycle. Recently, engineered cyanobacteria capable of producing various small molecules from CO2 have been developed. However, cyanobacteria are seldom considered as factories for producing proteins, mainly because of the lack of efficient strong promoters. Here, we report the discovery and verification of a super-strong promoter Pcpc560, which contains two predicted promoters and 14 predicted transcription factor binding sites (TFBSs). Using Pcpc560, functional proteins were produced at a level of up to 15% of total soluble protein in the cyanobacterium Synechocystis sp. 6803, a level comparable to that produced in Escherichia coli. We demonstrated that the presence of multiple TFBSs in Pcpc560 is crucial for its promoter strength. Genetically transformable cyanobacteria neither have endotoxins nor form inclusion bodies; therefore, Pcpc560 opens the possibility to use cyanobacteria as alternative hosts for producing heterogeneous proteins from CO2 and inorganic nutrients.",Beijing,CN,,True,https://openalex.org/W2142519959
8,Cyanobacterial Chassis Development,paper,2014,Exploring metabolic engineering design principles for the photosynthetic production of lactic acid by Synechocystis sp. PCC6803,"Molecular engineering of the intermediary physiology of cyanobacteria has become important for the sustainable production of biofuels and commodity compounds from CO2 and sunlight by “designer microbes.” The chemical commodity product L-lactic acid can be synthesized in one step from a key intermediary metabolite of these organisms, pyruvate, catalyzed by a lactate dehydrogenase. Synthetic biology engineering to make “designer microbes” includes the introduction and overexpression of the product-forming biochemical pathway. For further optimization of product formation, modifications in the surrounding biochemical network of intermediary metabolism have to be made. To improve light-driven L-lactic acid production from CO2, we explored several metabolic engineering design principles, using a previously engineered L-lactic acid producing mutant strain of Synechocystis sp. PCC6803 as the benchmark. These strategies included: (i) increasing the expression level of the relevant product-forming enzyme, lactate dehydrogenase (LDH), for example, via expression from a replicative plasmid; (ii) co-expression of a heterologous pyruvate kinase to increase the flux towards pyruvate; and (iii) knockdown of phosphoenolpyruvate carboxylase to decrease the flux through a competing pathway (from phosphoenolpyruvate to oxaloacetate). In addition, we tested selected lactate dehydrogenases, some of which were further optimized through site-directed mutagenesis to improve the enzyme’s affinity for the co-factor nicotinamide adenine dinucleotide phosphate (NADPH). The carbon partitioning between biomass and lactic acid was increased from about 5% to over 50% by strain optimization. An efficient photosynthetic microbial cell factory will display a high rate and extent of conversion of substrate (CO2) into product (here: L-lactic acid). In the existing CO2-based cyanobacterial cell factories that have been described in the literature, by far most of the control over product formation resides in the genetically introduced fermentative pathway. Here we show that a strong promoter, in combination with increased gene expression, can take away a significant part of the control of this step in lactic acid production from CO2. Under these premises, modulation of the intracellular precursor, pyruvate, can significantly increase productivity. Additionally, production enhancement is achieved by protein engineering to increase co-factor specificity of the heterologously expressed LDH.",Amsterdam,NL,,True,https://openalex.org/W2128287971
8,Cyanobacterial Chassis Development,paper,2014,Design and analysis of LacI-repressed promoters and DNA-looping in a cyanobacterium,"Cyanobacteria are solar-powered prokaryotes useful for sustainable production of valuable molecules, but orthogonal and regulated promoters are lacking. The Lac repressor (LacI) from Escherichia coli is a well-studied transcription factor that is orthogonal to cyanobacteria and represses transcription by binding a primary lac operator (lacO), blocking RNA-polymerase. Repression can be enhanced through DNA-looping, when a LacI-tetramer binds two spatially separated lacO and loops the DNA. Ptrc is a commonly used LacI-repressed promoter that is inefficiently repressed in the cyanobacterium Synechocystis PCC 6803. Ptrc2O, a version of Ptrc with two lacO, is more efficiently repressed, indicating DNA-looping. To investigate the inefficient repression of Ptrc and cyanobacterial DNA-looping, we designed a Ptrc-derived promoter library consisting of single lacO promoters, including a version of Ptrc with a stronger lacO (Ptrc1O-proximal), and dual lacO promoters with varying inter-lacO distances (the Ptrc2O-library). We first characterized artificial constitutive promoters and used one for engineering a LacI-expressing strain of Synechocystis. Using this strain, we observed that Ptrc1O-proximal is similar to Ptrc in being inefficiently repressed. Further, the Ptrc2O-library displays a periodic repression pattern that remains for both non- and induced conditions and decreases with longer inter-lacO distances, in both E. coli and Synechocystis. Repression of Ptrc2O-library promoters with operators out of phase is less efficient in Synechocystis than in E. coli, whereas repression of promoters with lacO in phase is efficient even under induced conditions in Synechocystis. Two well-repressed Ptrc2O promoters were highly active when tested in absence of LacI in Synechocystis. The artificial constitutive promoters herein characterized can be utilized for expression in cyanobacteria, as demonstrated for LacI. The inefficient repression of Ptrc and Ptrc1O-proximal in Synechocystis, as compared to E. coli, may be due to insufficient LacI expression, or differences in RNAP subunits. DNA-looping works as a transcriptional regulation mechanism similarly as in E. coli. DNA-looping contributes strongly to Ptrc2O-library repression in Synechocystis, even though they contain the weakly-repressed primary lacO of Ptrc1O-proximal and relatively low levels of LacI/cell. Hence, Synechocystis RNAP may be more sensitive to DNA-looping than E. coli RNAP, and/or the chromatin torsion resistance could be lower. Two strong and highly repressed Ptrc2O promoters could be used without induction, or together with an unstable LacI.",Uppsala,SE,,False,https://openalex.org/W2111869546
8,Cyanobacterial Chassis Development,paper,2015,Construction of new synthetic biology tools for the control of gene expression in the cyanobacterium <i>Synechococcus</i> sp. strain PCC 7002,"Predictive control of gene expression is an essential tool for developing synthetic biological systems. The current toolbox for controlling gene expression in cyanobacteria is a barrier to more in-depth genetic analysis and manipulation. Towards relieving this bottleneck, this work describes the use of synthetic biology to construct an anhydrotetracycline-based induction system and adapt a trans-acting small RNA (sRNA) system for use in the cyanobacterium Synechococcus sp. strain PCC 7002. An anhydrotetracycline-inducible promoter was developed to maximize intrinsic strength and dynamic range. The resulting construct, PEZtet , exhibited tight repression and a maximum 32-fold induction upon addition of anhydrotetracycline. Additionally, a sRNA system based on the Escherichia coli IS10 RNA-IN/OUT regulator was adapted for use in Synechococcus sp. strain PCC 7002. This system exhibited 70% attenuation of target gene expression, providing a demonstration of the use of sRNAs for differential gene expression in cyanobacteria. These systems were combined to produce an inducible sRNA system, which demonstrated 59% attenuation of target gene expression. Lastly, the role of Hfq, a critical component of sRNA systems in E. coli, was investigated. Genetic studies showed that the Hfq homolog in Synechococcus sp. strain PCC 7002 did not impact repression by the engineered sRNA system. In summary, this work describes new synthetic biology tools that can be applied to physiological studies, metabolic engineering, or sRNA platforms in Synechococcus sp. strain PCC 7002.",Madison,US,,False,https://openalex.org/W2106177878
8,Cyanobacterial Chassis Development,paper,2015,Improving a<i>Synechocystis</i>-based photoautotrophic chassis through systematic genome mapping and validation of neutral sites,"The use of microorganisms as cell factories frequently requires extensive molecular manipulation. Therefore, the identification of genomic neutral sites for the stable integration of ectopic DNA is required to ensure a successful outcome. Here we describe the genome mapping and validation of five neutral sites in the chromosome of Synechocystis sp. PCC 6803, foreseeing the use of this cyanobacterium as a photoautotrophic chassis. To evaluate the neutrality of these loci, insertion/deletion mutants were produced, and to assess their functionality, a synthetic green fluorescent reporter module was introduced. The constructed integrative vectors include a BioBrick-compatible multiple cloning site insulated by transcription terminators, constituting robust cloning interfaces for synthetic biology approaches. Moreover, Synechocystis mutants (chassis) ready to receive purpose-built synthetic modules/circuits are also available. This work presents a systematic approach to map and validate chromosomal neutral sites in cyanobacteria, and that can be extended to other organisms.",Porto,PT,,True,https://openalex.org/W2248805887
8,Cyanobacterial Chassis Development,paper,2015,Genome Engineering in Cyanobacteria: Where We Are and Where We Need To Go,"Genome engineering of cyanobacteria is a promising area of development in order to produce fuels, feedstocks, and value-added chemicals in a sustainable way. Unfortunately, the current state of genome engineering tools for cyanobacteria lags far behind those of model organisms such as Escherichia coli and Saccharomyces cerevisiae. In this review, we present the current state of synthetic biology tools for genome engineering efforts in the most widely used cyanobacteria strains and areas that need concerted research efforts to improve tool development. Cyanobacteria pose unique challenges to genome engineering efforts because their cellular biology differs significantly from other eubacteria; therefore, tools developed for other genera are not directly transferrable. Standardized parts, such as promoters and ribosome binding sites, which control gene expression, require characterization in cyanobacteria in order to have fully predictable results. The application of these tools to genome engineering efforts is also discussed; the ability to do genome-wide searching and to introduce multiple mutations simultaneously is an area that needs additional research in order to enable fast and efficient strain engineering.",Golden,US,,False,https://openalex.org/W414350953
8,Cyanobacterial Chassis Development,paper,2015,Oxidative‐stress detoxification and signalling in cyanobacteria: the crucial glutathione synthesis pathway supports the production of ergothioneine and ophthalmate,"Using genetics and metabolomics we investigated the synthesis (gshA and gshB genes) and catabolism (ggt) of the conserved antioxidant glutathione in the model cyanobacterium Synechocystis PCC6803. These three genes are crucial to Synechocystis, in agreement with the proposed invention of glutathione by ancient cyanobacteria to protect themselves against the toxicity of oxygen they produced through photosynthesis. Consistent with their indispensability, gshA and gshB also operate in the production of another antioxidant, ergothioneine, as well as of the glutathione analogues ophthalmate and norophthalmate. Furthermore, we show that glutathione, ophthalmate and norophthalmate are accumulated in cells stressed by glucose, and that the two glutathione-dependent glyoxalase enzymes operate in the protection against glucose and its catabolite methylglyoxal. These findings are interesting because ophthalmate and norophthalmate were observed only in mammals so far, where ophthalmate is regarded as a biomarker of glutathione depletion. Instead, our data suggest that ophthalmate and norophthalmate are stress-induced markers of cysteine depletion triggered by its accelerated incorporation into glutathione, to face its increased demand for detoxification purposes. Hence, Synechocystis is an attractive model for the analysis of the role of glutathione, ergothioneine, ophthalmate and norophthalmate, in signalling and detoxification of oxidants and metabolic by-products.",Paris,FR,,False,https://openalex.org/W2223156651
8,Cyanobacterial Chassis Development,paper,2015,A single cell culture system using lectin‐conjugated magnetite nanoparticles and magnetic force to screen mutant cyanobacteria,"Cyanobacteria can be utilized as a potential biocatalyst for the production of biofuels and biochemicals directly from CO2. Useful mutants of cyanobacteria, which can grow rapidly or are resistant to specific metabolic products, are essential to improve the productivity of biofuels. In this study, we developed a single cell culture system to effectively screen mutant cyanobacteria using magnetite nanoparticles and magnetic force. Lens culinaris Agglutinin (LCA) was selected as a lectin, which binds to the surface of Synechococcus elongatus PCC7942 cells and the LCA-conjugated magnetite cationic liposomes (MCLs) were developed for magnetic labeling of PCC7942 cells. The MCL-labeled PCC7942 cells were magnetically patterned at a single cell level by using 6,400 iron pillars of the pin-holder device. The device enabled 1,600 single cells to be arrayed in one square centimeter. We cultured the patterned cells in liquid medium and achieved higher colony-forming ratio (78.4%) than that obtained using conventional solid culture method (4.8%). Single cells with different properties could be distinguished in the single cell culture system depending on their growth. Furthermore, we could selectively pick up the target cells and subsequently perform efficient isolation culture. The ratio of successful isolation culture using the developed method was 13 times higher than that of the conventional methods. Thus, the developed system would serve as a powerful tool for screening mutant cyanobacteria.",Nagoya,JP,,True,https://openalex.org/W2102257484
8,Cyanobacterial Chassis Development,paper,2015,Molecular investigation of the radiation resistance of edible cyanobacterium <i>Arthrospira</i> sp. <scp>PCC</scp> 8005,"The aim of this work was to characterize in detail the response of Arthrospira to ionizing radiation, to better understand its radiation resistance capacity. Live cells of Arthrospira sp. PCC 8005 were irradiated with <sup>60</sup> Co gamma rays. This study is the first, showing that Arthrospira is highly tolerant to gamma rays, and can survive at least 6400 Gy (dose rate of 527 Gy h<sup>-1</sup> ), which identified Arthrospira sp. PCC 8005 as a radiation resistant bacterium. Biochemical, including proteomic and transcriptomic, analysis after irradiation with 3200 or 5000 Gy showed a decline in photosystem II quantum yield, reduced carbon fixation, and reduced pigment, lipid, and secondary metabolite synthesis. Transcription of photo-sensing and signaling pathways, and thiol-based antioxidant systems was induced. Transcriptomics did show significant activation of ssDNA repair systems and mobile genetic elements (MGEs) at the RNA level. Surprisingly, the cells did not induce the classical antioxidant or DNA repair systems, such superoxide dismutase (SOD) enzyme and the RecA protein. Arthrospira cells lack the catalase gene and the LexA repressor. Irradiated Arthrospira cells did induce strongly a group of conserved proteins, of which the function in radiation resistance remains to be elucidated, but which are a promising novel routes to be explored. This study revealed the radiation resistance of Arthrospira, and the molecular systems involved, paving the way for its further and better exploitation.",Mol,BE,,False,https://openalex.org/W1985804592
8,Cyanobacterial Chassis Development,paper,2015,"Synechococcus elongatus UTEX 2973, a fast growing cyanobacterial chassis for biosynthesis using light and CO2","Photosynthetic microbes are of emerging interest as production organisms in biotechnology because they can grow autotrophically using sunlight, an abundant energy source, and CO2, a greenhouse gas. Important traits for such microbes are fast growth and amenability to genetic manipulation. Here we describe Synechococcus
elongatus UTEX 2973, a unicellular cyanobacterium capable of rapid autotrophic growth, comparable to heterotrophic industrial hosts such as yeast. Synechococcus UTEX 2973 can be readily transformed for facile generation of desired knockout and knock-in mutations. Genome sequencing coupled with global proteomics studies revealed that Synechococcus UTEX 2973 is a close relative of the widely studied cyanobacterium Synechococcus
elongatus PCC 7942, an organism that grows more than two times slower. A small number of nucleotide changes are the only significant differences between the genomes of these two cyanobacterial strains. Thus, our study has unraveled genetic determinants necessary for rapid growth of cyanobacterial strains of significant industrial potential.",St Louis,US,,True,https://openalex.org/W2116053228
8,Cyanobacterial Chassis Development,paper,2015,Genetic and nutrient modulation of acetyl-CoA levels in Synechocystis for n-butanol production,"There is a strong interest in using photosynthetic cyanobacteria as production hosts for biofuels and chemicals. Recent work has shown the benefit of pathway engineering, enzyme tolerance, and co-factor usage for improving yields of fermentation products. An n-butanol pathway was inserted into a Synechocystis mutant deficient in polyhydroxybutyrate synthesis. We found that nitrogen starvation increased specific butanol productivity up to threefold, but cessation of cell growth limited total n-butanol titers. Metabolite profiling showed that acetyl-CoA increased twofold during nitrogen starvation. Introduction of a phosphoketolase increased acetyl-CoA levels sixfold at nitrogen replete conditions and increased butanol titers from 22 to 37 mg/L at day 8. Flux balance analysis of photoautotrophic metabolism showed that a Calvin–Benson–Bassham-Phosphoketolase pathway had higher theoretical butanol productivity than CBB-Embden–Meyerhof–Parnas and a reduced butanol ATP demand. These results demonstrate that phosphoketolase overexpression and modulation of nitrogen levels are two attractive routes toward increased production of acetyl-CoA derived products in cyanobacteria and could be implemented with complementary metabolic engineering strategies. The online version of this article (doi:10.1186/s12934-015-0355-9) contains supplementary material, which is available to authorized users.",Stockholm,SE,,True,https://openalex.org/W2144376054
8,Cyanobacterial Chassis Development,paper,2015,Analysis of the leakage of gene repression by an artificial TetR-regulated promoter in cyanobacteria,"There is a need for strong and tightly regulated promoters to construct more reliable and predictable genetic modules for synthetic biology and metabolic engineering. For this reason we have previously constructed a TetR regulated L promoter library for the cyanobacterium Synechocystis PCC 6803. In addition to the L03 promoter showing wide dynamic range of transcriptional regulation, we observed the L09 promoter as unique in high leaky gene expression under repressed conditions. In the present study, we attempted to identify the cause of L09 promoter leakage. TetR binding to the promoter was studied by theoretical simulations of DNA breathing dynamics and by surface plasmon resonance (SPR) biosensor technology to analyze the kinetics of the DNA–protein interactions. DNA breathing dynamics of a promoter was computed with the extended nonlinear Peyrard–Bishop–Dauxois mesoscopic model to yield a DNA opening probability profile at a single nucleotide resolution. The L09 promoter was compared to the L10, L11, and L12 promoters that were point-mutated and different in repressed promoter strength. The difference between DNA opening probability profiles is trivial on the TetR binding site. Furthermore, the kinetic rate constants of TetR binding, as measured by SPR biosensor technology, to the respective promoters are practically identical. This suggests that a trivial difference in probability as low as 1 × 10−4 cannot lead to detectable variations in the DNA–protein interactions. Higher probability at the downstream region of transcription start site of the L09 promoter compared to the L10, L11, and L12 promoters was observed. Having practically the same kinetics of binding to TetR, the leakage problem of the L09 promoter might be due to enhanced RNA Polymerase (RNAP)-promoter interactions in the downstream region. Both theoretical and experimental analyses of the L09 promoter’s leakage problem exclude a mechanism of reduced TetR binding but instead suggest enhanced RNAP binding. These results assist in creating more tightly regulated promoters for realizing synthetic biology and metabolic engineering in biotechnological applications.",Stockholm,SE,,False,https://openalex.org/W1950335738
8,Cyanobacterial Chassis Development,paper,2015,Scaffold-fused riboregulators for enhanced gene activation in Synechocystis sp. PCC 6803,"Cyanobacteria are an attractive host for biofuel production because they can produce valuable chemical compounds from CO2 fixed by photosynthesis. However, the available genetic tools that enable precise gene regulation for the applications of synthetic biology are insufficient. Previously, we engineered an RNA-based posttranscriptional regulator, termed riboregulator, for the control of target gene expression in cyanobacterium Synechocystis sp. PCC 6803. Moreover, we enhanced the gene regulation ability of the riboregulators in Escherichia coli by fusing and engineering a scaffold sequence derived from naturally occurring E. coli noncoding small RNAs. Here, we demonstrated that the scaffold sequence fused to the riboregulators improved their gene regulation ability in Synechocystis sp. PCC 6803. To further improve gene regulation, we expressed an exogenous RNA chaperone protein that is responsible for noncoding small RNA-mediated gene regulation, which resulted in higher target gene expression. The scaffold sequence derived from natural E. coli noncoding small RNAs is effective for designing RNA-based genetic tools and scaffold-fused riboregulators are a strong RNA-tool to regulate gene expression in cyanobacteria.",Tokyo,JP,,True,https://openalex.org/W1976041330
8,Cyanobacterial Chassis Development,paper,2016,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,"One goal of metabolic engineering and synthetic biology for cyanobacteria and microalgae is to engineer strains that can optimally produce biofuels and commodity chemicals. However, the current workflow is slow and labor intensive with respect to assembly of genetic parts and characterization of production yields because of the slow growth rates of these organisms. Here, we review recent progress in the microfluidic photobioreactors and identify opportunities and unmet needs in metabolic engineering and synthetic biology. Because of the unprecedented experimental resolution down to the single cell level, long-term real-time monitoring capability, and high throughput with low cost, microfluidic photobioreactor technology will be an indispensible tool to speed up the development process, advance fundamental knowledge, and realize the full potential of metabolic engineering and synthetic biology for cyanobacteria and microalgae.",Hsinchu,TW,,True,https://openalex.org/W2530775458
8,Cyanobacterial Chassis Development,paper,2016,"Diurnal Regulation of Cellular Processes in the Cyanobacterium <i>Synechocystis</i> sp. Strain PCC 6803: Insights from Transcriptomic, Fluxomic, and Physiological Analyses","Cyanobacteria are photosynthetic microbes that use energy from sunlight and CO2 as feedstock. Certain cyanobacterial strains are amenable to facile genetic manipulation, thus enabling synthetic biology and metabolic engineering applications. Such strains are being developed as a chassis for the sustainable production of food, feed, and fuel. To this end, a holistic knowledge of cyanobacterial physiology and its correlation with gene expression patterns under the diurnal cycle is warranted. In this report, a genomewide transcriptional analysis of Synechocystis PCC 6803, the most widely studied model cyanobacterium, sheds light on the global coordination of cellular processes during diurnal periods. Furthermore, we found that, in addition to light, the redox level of NADP(H) is an important endogenous regulator of diurnal entrainment of Synechocystis PCC 6803.",St Louis,US,,False,https://openalex.org/W2345452747
8,Cyanobacterial Chassis Development,paper,2016,Unique marine derived cyanobacterial biosynthetic genes for chemical diversity,"Cyanobacteria are a prolific source of structurally unique and biologically active natural products that derive from intriguing biochemical pathways. Advancements in genome sequencing have accelerated the identification of unique modular biosynthetic gene clusters in cyanobacteria and reveal a wealth of unusual enzymatic reactions involved in their construction. This article examines several interesting mechanistic transformations involved in cyanobacterial secondary metabolite biosynthesis with a particular focus on marine derived modular polyketide synthases (PKS), nonribosomal peptide synthetases (NRPS) and combinations thereof to form hybrid natural products. Further, we focus on the cyanobacterial genus Moorea and the co-evolution of its enzyme cassettes that create metabolic diversity. Progress in the development of heterologous expression systems for cyanobacterial gene clusters along with chemoenzymatic synthesis makes it possible to create new analogs. Additionally, phylum-wide genome sequencing projects have enhanced the discovery rate of new natural products and their distinctive enzymatic reactions. Summarizing, cyanobacterial biosynthetic gene clusters encode for a large toolbox of novel enzymes that catalyze unique chemical reactions, some of which may be useful in synthetic biology.",Greifswald,DE,,False,https://openalex.org/W2234447769
